Open,High,Low,Close,Volume
72700.0,73800.0,72500.0,72900.0,39882928
6440.0,6800.0,6360.0,6750.0,40600000
81400.0,81600.0,81000.0,81500.0,12845778
6700.0,6700.0,6700.0,6700.0,0
29800.0,30020.0,29620.0,29800.0,7109950
56300.0,56900.0,55500.0,55900.0,23209541
46900.0,47700.0,46800.0,47700.0,10413027
14180.0,14180.0,14180.0,14180.0,0
9120.0,9140.0,8770.0,9080.0,15942850
9870.0,9880.0,9790.0,9810.0,16605000
9020.0,9140.0,8950.0,9060.0,18865000
11040.0,11160.0,10880.0,11160.0,20849600
48500.0,48700.0,47650.0,47650.0,17080892
12800.0,12900.0,12740.0,12840.0,24360250
3810.0,3880.0,3770.0,3800.0,24865000
27600.0,27640.0,27240.0,27480.0,15319950
17000.0,17120.0,16840.0,17000.0,12179600
9860.0,9980.0,9840.0,9960.0,25990000
11560.0,11840.0,11480.0,11840.0,41500100
54700.0,55400.0,54400.0,55400.0,9645034
6600.0,7040.0,6530.0,7020.0,63860000
9160.0,9400.0,9140.0,9240.0,44905000
28900.0,29080.0,28700.0,29020.0,16007300
18480.0,18540.0,17980.0,18000.0,20803400
11900.0,12280.0,11880.0,12200.0,21795000
54900.0,55600.0,54600.0,55500.0,10278951
68800.0,68800.0,67600.0,67900.0,9942321
38340.0,39400.0,38320.0,39400.0,13433850
26600.0,27080.0,26600.0,26840.0,8652100
11740.0,11780.0,11580.0,11660.0,29442950
82400.0,82500.0,81500.0,81700.0,20000973
48950.0,49600.0,47150.0,48650.0,52735922
83300.0,83300.0,82000.0,82100.0,18485469
78300.0,79200.0,78100.0,79200.0,12743417
9980.0,10000.0,9740.0,9810.0,23694950
12520.0,12760.0,12500.0,12740.0,21813050
41820.0,42020.0,41200.0,41200.0,10500300
49400.0,49960.0,49240.0,49700.0,11199650
11160.0,11240.0,11060.0,11100.0,23443100
14480.0,14620.0,14220.0,14260.0,22640300
11800.0,12040.0,11740.0,12040.0,20627250
3700.0,3740.0,3630.0,3660.0,62280000
7800.0,7930.0,7610.0,7620.0,53330000
46150.0,46200.0,45700.0,46200.0,6730918
12120.0,12240.0,11980.0,12160.0,23300000
25400.0,25780.0,25360.0,25580.0,12894750
9040.0,9240.0,9010.0,9080.0,24170850
24100.0,24240.0,23780.0,23780.0,17381950
44250.0,45000.0,44100.0,44650.0,10868965
9580.0,9860.0,9300.0,9540.0,21950050
11560.0,11580.0,11420.0,11480.0,24082300
8220.0,8240.0,8090.0,8120.0,25880000
27080.0,27100.0,26760.0,26900.0,14824150
25920.0,26160.0,25840.0,26020.0,6220750
47520.0,47660.0,47340.0,47520.0,8657450
81400.0,81900.0,80600.0,81400.0,25420764
54300.0,55500.0,53600.0,55000.0,30403412
4410.0,4510.0,4410.0,4460.0,32805000
28680.0,28800.0,28400.0,28680.0,6270150
10720.0,10900.0,10580.0,10900.0,34801100
16000.0,16080.0,15820.0,15860.0,14060850
6400.0,6690.0,6370.0,6690.0,31445000
12720.0,12960.0,12640.0,12880.0,20549650
52000.0,52000.0,51100.0,51400.0,8289275
11460.0,11680.0,11440.0,11560.0,21507800
26000.0,26000.0,25600.0,25800.0,6179750
4260.0,4260.0,4150.0,4150.0,26075000
6340.0,6400.0,6200.0,6390.0,49160000
15900.0,16140.0,15900.0,15940.0,15393500
6340.0,6380.0,6260.0,6330.0,17630000
22600.0,22780.0,22360.0,22680.0,18128400
26620.0,27020.0,26300.0,26400.0,14599350
23160.0,23580.0,23140.0,23360.0,9020050
45150.0,45600.0,44700.0,44700.0,11865327
22800.0,22800.0,22800.0,22800.0,0
45680.0,46440.0,45600.0,46100.0,11732850
49850.0,50100.0,49300.0,50100.0,16095399
6600.0,6680.0,6260.0,6260.0,62365000
3900.0,3960.0,3870.0,3950.0,21220000
42950.0,43900.0,42500.0,43800.0,15466580
11180.0,11200.0,10840.0,10880.0,18047200
26000.0,26000.0,25160.0,25380.0,12939750
6350.0,6350.0,6350.0,6350.0,0
55800.0,56500.0,54400.0,55500.0,23998831
12420.0,12520.0,12300.0,12520.0,15189400
10920.0,10940.0,10700.0,10740.0,34405050
50860.0,51160.0,50520.0,51080.0,8449050
21760.0,22660.0,21760.0,22520.0,16010700
26400.0,26760.0,26400.0,26700.0,10648700
39960.0,40420.0,39860.0,40180.0,10227800
9530.0,9760.0,9430.0,9610.0,26458500
53980.0,54860.0,53760.0,53920.0,9769950
4470.0,4620.0,4470.0,4600.0,37990000
10320.0,10400.0,10260.0,10400.0,10385000
24600.0,25300.0,24520.0,25300.0,14030500
68500.0,68500.0,68000.0,68000.0,20683327
71600.0,72100.0,71300.0,71600.0,13683532
8800.0,8980.0,8740.0,8920.0,30140000
19440.0,19800.0,19420.0,19500.0,13970550
9180.0,9200.0,9100.0,9110.0,24750000
9300.0,9730.0,9220.0,9700.0,21327950
12760.0,12800.0,12500.0,12500.0,28598600
73200.0,73900.0,70500.0,71300.0,30364841
9280.0,9280.0,8990.0,9220.0,26209300
7500.0,7670.0,7470.0,7650.0,40355000
46400.0,46700.0,46000.0,46200.0,11299738
9310.0,9340.0,9020.0,9190.0,33886150
7100.0,7360.0,6990.0,7210.0,39980000
12200.0,12200.0,12000.0,12040.0,12677100
10100.0,10480.0,9980.0,10480.0,41286200
10400.0,10540.0,10000.0,10080.0,46931350
12020.0,12060.0,11820.0,11860.0,15772300
52900.0,53500.0,52700.0,53300.0,14361133
22520.0,23500.0,22520.0,23500.0,13811850
40900.0,41400.0,40850.0,40950.0,11433083
45140.0,45620.0,45140.0,45400.0,8624900
6140.0,6140.0,6140.0,6140.0,0
30080.0,30200.0,29820.0,30180.0,9923100
9020.0,9020.0,9020.0,9020.0,0
28380.0,28380.0,27780.0,28120.0,18808100
24700.0,24700.0,24420.0,24440.0,10719450
4300.0,4370.0,4200.0,4210.0,25895000
8790.0,8840.0,8580.0,8840.0,36855000
23260.0,23460.0,23000.0,23000.0,10267950
25720.0,26020.0,25640.0,25900.0,11416600
11400.0,11620.0,11400.0,11600.0,27133550
12800.0,13060.0,12800.0,12960.0,19926200
77100.0,77700.0,76600.0,76600.0,18167057
13360.0,13500.0,13060.0,13060.0,25400650
9490.0,9490.0,9150.0,9190.0,31394300
59900.0,60000.0,59100.0,59200.0,29923293
76500.0,76900.0,76100.0,76300.0,10598290
7060.0,7060.0,6800.0,6800.0,54505000
39020.0,39440.0,39020.0,39180.0,10217300
54200.0,54700.0,54100.0,54400.0,10096174
14800.0,14980.0,14780.0,14800.0,17874950
80500.0,80600.0,79900.0,80100.0,13856548
11860.0,12000.0,11800.0,11960.0,17500000
41560.0,41840.0,41380.0,41480.0,8216250
28520.0,28880.0,28320.0,28400.0,10629150
26320.0,26440.0,25980.0,25980.0,10336950
3940.0,4090.0,3900.0,4010.0,73660000
23100.0,23140.0,22720.0,22740.0,7619950
16860.0,17200.0,16760.0,17100.0,22133050
13480.0,13540.0,13280.0,13300.0,13060450
25900.0,26880.0,25720.0,26780.0,25756150
29200.0,29460.0,28940.0,28940.0,19153200
8760.0,8800.0,8650.0,8790.0,26760000
41800.0,42500.0,41720.0,42400.0,12602300
11040.0,11180.0,10960.0,11020.0,18430000
11980.0,12160.0,11900.0,11960.0,13490700
12320.0,12320.0,12160.0,12300.0,40205000
11860.0,12080.0,11860.0,12000.0,17308450
52500.0,53200.0,52000.0,52400.0,17776925
54500.0,54800.0,53900.0,54700.0,18120261
10600.0,10680.0,10480.0,10640.0,25916650
25960.0,26000.0,24560.0,24600.0,38488900
21380.0,21780.0,21340.0,21660.0,16017250
23760.0,23980.0,23540.0,23880.0,9169000
28200.0,28360.0,27980.0,28200.0,18420750
11400.0,11460.0,11200.0,11260.0,20055900
3390.0,3400.0,3300.0,3350.0,24870000
27500.0,27540.0,27260.0,27320.0,11613250
25940.0,26180.0,25780.0,26000.0,13454500
47000.0,47250.0,46750.0,46750.0,8045211
9760.0,9830.0,9710.0,9760.0,17675000
2760.0,2810.0,2680.0,2810.0,36500000
48350.0,48400.0,47600.0,47600.0,8382463
16000.0,16020.0,15600.0,15680.0,22854100
52500.0,52500.0,50500.0,50700.0,21185785
16880.0,17060.0,16760.0,17060.0,15062450
55700.0,56900.0,55500.0,56500.0,12313056
5800.0,5900.0,5700.0,5700.0,34355000
40050.0,41100.0,39850.0,41100.0,11492756
44500.0,45200.0,44400.0,44900.0,18285508
8650.0,8700.0,8600.0,8600.0,23975000
82300.0,83500.0,81800.0,83200.0,19385027
16920.0,17040.0,16740.0,16880.0,15089150
3620.0,3680.0,3560.0,3620.0,66965000
26020.0,26160.0,25500.0,25800.0,8733850
4720.0,4780.0,4620.0,4620.0,48830000
81100.0,81100.0,80500.0,80500.0,14916721
27080.0,27140.0,26700.0,26760.0,6417300
60400.0,61100.0,60100.0,60400.0,13268226
11380.0,11460.0,11240.0,11320.0,32991650
12400.0,12620.0,12360.0,12620.0,28261650
24500.0,24760.0,24480.0,24700.0,8370650
30380.0,30660.0,30340.0,30340.0,7009950
18600.0,18740.0,18360.0,18560.0,27071850
26000.0,26020.0,25460.0,25640.0,13744550
22280.0,22560.0,22260.0,22460.0,11647800
41150.0,41450.0,40700.0,41450.0,8491595
13720.0,13740.0,13360.0,13500.0,24189900
13080.0,13160.0,12880.0,12920.0,14711500
33600.0,33640.0,32720.0,33060.0,15938550
45160.0,45680.0,44800.0,45680.0,13044800
66100.0,68000.0,66000.0,68000.0,19023323
70400.0,70600.0,69800.0,70600.0,11121981
12200.0,12820.0,12180.0,12680.0,46675200
73300.0,74000.0,73000.0,73300.0,19384648
82600.0,82600.0,81600.0,81600.0,23025766
4400.0,4460.0,4270.0,4270.0,37695000
30900.0,31520.0,30900.0,31360.0,10843100
5980.0,6040.0,5840.0,5900.0,23805000
9200.0,9400.0,9150.0,9400.0,15265000
86600.0,87700.0,85600.0,85600.0,26423070
9500.0,9520.0,9340.0,9340.0,16725000
43700.0,44300.0,43550.0,43850.0,18039161
23080.0,23200.0,22880.0,23080.0,9157300
21120.0,21320.0,20600.0,20800.0,18816250
10620.0,10900.0,10280.0,10320.0,44058100
10020.0,10120.0,9950.0,10060.0,20100000
25820.0,25820.0,25260.0,25260.0,13785250
5160.0,5420.0,5030.0,5400.0,53895000
9510.0,9600.0,9430.0,9600.0,37520000
31260.0,31260.0,30600.0,30780.0,13276850
5340.0,5480.0,5310.0,5430.0,58460000
50800.0,51860.0,50200.0,50800.0,29634150
58000.0,58000.0,56600.0,56600.0,26907844
8670.0,8800.0,8620.0,8780.0,32100000
53000.0,53000.0,53000.0,53000.0,0
11980.0,12000.0,11800.0,11900.0,16065000
15960.0,16160.0,15880.0,15920.0,15339650
12180.0,12320.0,12020.0,12180.0,18607050
44800.0,46400.0,44800.0,46400.0,17505980
45200.0,45450.0,44850.0,45050.0,7362129
46200.0,46400.0,45800.0,46100.0,9040553
26920.0,27100.0,26700.0,27100.0,8790150
81600.0,82300.0,81300.0,82200.0,13121698
79100.0,79200.0,78800.0,79000.0,13155414
3860.0,3880.0,3750.0,3800.0,25845000
68000.0,68400.0,67500.0,67900.0,11505248
21760.0,22300.0,20660.0,21580.0,22429600
15300.0,15500.0,15200.0,15420.0,21531600
82900.0,83500.0,82600.0,83500.0,15489938
28600.0,28640.0,28300.0,28300.0,10980350
16020.0,16140.0,15960.0,16080.0,10711200
36360.0,36600.0,36020.0,36100.0,6552100
17980.0,18280.0,17900.0,17980.0,23637450
22580.0,22580.0,22100.0,22240.0,9590250
15500.0,15940.0,15480.0,15860.0,12598850
26000.0,26340.0,25820.0,26340.0,12066750
13040.0,13240.0,13020.0,13220.0,38936050
28380.0,28700.0,28180.0,28660.0,9200950
10900.0,10940.0,10620.0,10700.0,23440000
44200.0,44200.0,43050.0,43400.0,10768862
3830.0,3990.0,3810.0,3960.0,57875000
80800.0,81200.0,79800.0,80000.0,35812268
47240.0,47240.0,46580.0,46840.0,5103450
5680.0,6040.0,5680.0,6000.0,39570000
41400.0,43000.0,41000.0,42350.0,14205190
12560.0,12820.0,12360.0,12720.0,33978600
3840.0,3880.0,3760.0,3810.0,41120000
6940.0,7170.0,6900.0,7160.0,59730000
6700.0,6910.0,6610.0,6800.0,48655000
27480.0,27480.0,27080.0,27100.0,9973800
21540.0,21920.0,21460.0,21860.0,11921950
10320.0,10700.0,10280.0,10540.0,34875000
27300.0,27540.0,27140.0,27380.0,17558350
82400.0,82700.0,81400.0,81400.0,17240518
25660.0,25800.0,25560.0,25760.0,7172300
29600.0,30060.0,29400.0,29400.0,14038700
44050.0,44350.0,43500.0,44250.0,5864067
11000.0,11180.0,11000.0,11120.0,12749800
3710.0,3740.0,3610.0,3640.0,39175000
13800.0,14100.0,13780.0,14040.0,18241350
25380.0,25460.0,25240.0,25460.0,8321300
15060.0,15500.0,15000.0,15440.0,35348050
7340.0,7380.0,7190.0,7200.0,37015000
10120.0,10760.0,10100.0,10620.0,29567750
11920.0,12100.0,11920.0,12000.0,30545950
17520.0,17780.0,17380.0,17740.0,15110100
3860.0,3860.0,3860.0,3860.0,0
44750.0,45600.0,44250.0,45350.0,9568081
30760.0,31380.0,30720.0,31160.0,22408150
79900.0,80000.0,79500.0,79700.0,9768108
25100.0,25100.0,24540.0,24800.0,23830550
30160.0,30160.0,29820.0,29860.0,11434500
26800.0,26800.0,26540.0,26600.0,8774950
44750.0,44800.0,44350.0,44400.0,7823843
7590.0,7640.0,7490.0,7570.0,39225000
5600.0,5620.0,5510.0,5580.0,38480000
47000.0,47000.0,46700.0,47000.0,12949231
51540.0,52080.0,51520.0,51560.0,11978600
4940.0,5100.0,4910.0,5080.0,65185000
26440.0,26520.0,26060.0,26120.0,5978850
47160.0,47400.0,46900.0,47000.0,7961000
21680.0,21820.0,21320.0,21480.0,15837500
11280.0,11640.0,11220.0,11340.0,20759300
23040.0,23220.0,22820.0,23000.0,15789200
9500.0,9580.0,9300.0,9360.0,55930000
10860.0,11040.0,10820.0,10980.0,21220000
14940.0,14960.0,14740.0,14800.0,16536700
7120.0,7120.0,6900.0,6980.0,27855000
60300.0,60400.0,58600.0,59000.0,36476611
5440.0,5550.0,5310.0,5340.0,28625000
70600.0,71500.0,70400.0,71100.0,10528252
11980.0,12100.0,11880.0,12080.0,14995000
26100.0,26380.0,25920.0,26320.0,8682800
11000.0,11220.0,11000.0,11040.0,16975550
11580.0,11760.0,11560.0,11660.0,29839350
25820.0,26080.0,25460.0,25500.0,6446400
44440.0,45180.0,44420.0,44700.0,17465000
9710.0,9720.0,9490.0,9530.0,15856850
5900.0,5990.0,5600.0,5600.0,67100000
26000.0,26560.0,25840.0,26540.0,13195450
10700.0,11160.0,10640.0,11160.0,53205000
6700.0,7000.0,6640.0,6880.0,55530000
11620.0,11780.0,11480.0,11680.0,28539350
25300.0,25720.0,25240.0,25660.0,13238350
50600.0,51200.0,50400.0,51200.0,8467846
80000.0,80400.0,79900.0,80000.0,8753097
3160.0,3210.0,3100.0,3100.0,26795000
6140.0,6210.0,6040.0,6040.0,34275000
8920.0,9060.0,8860.0,9020.0,22865000
9890.0,9900.0,9780.0,9790.0,17095000
16800.0,16880.0,16480.0,16660.0,20417200
3730.0,3790.0,3690.0,3710.0,28800000
6320.0,6380.0,6160.0,6220.0,16765000
6370.0,6450.0,6290.0,6300.0,32140000
15680.0,15680.0,15340.0,15480.0,12801650
11260.0,11380.0,11200.0,11220.0,23892300
6310.0,6340.0,6160.0,6180.0,32540000
16400.0,17000.0,16400.0,17000.0,16990100
11340.0,11620.0,11200.0,11420.0,35769400
11840.0,11880.0,11580.0,11680.0,33081550
50440.0,50640.0,49780.0,49800.0,12284550
41800.0,42300.0,41800.0,42100.0,10769589
43300.0,43450.0,42550.0,43050.0,9531231
42800.0,43200.0,42750.0,43150.0,6943099
12560.0,12620.0,12260.0,12420.0,23027250
43800.0,44200.0,43100.0,44050.0,9846242
4410.0,4450.0,4290.0,4340.0,26420000
11400.0,11480.0,11240.0,11460.0,24528350
47420.0,48240.0,46920.0,48200.0,12701400
46040.0,46360.0,45720.0,45940.0,7599400
50300.0,50900.0,49650.0,49900.0,8483106
25060.0,25200.0,24460.0,24600.0,10099950
9820.0,9990.0,9820.0,9890.0,28740000
29540.0,29560.0,28940.0,29000.0,10172300
23300.0,23400.0,23100.0,23240.0,12844350
13180.0,13380.0,13180.0,13300.0,13336800
12520.0,12800.0,12180.0,12720.0,33602250
12340.0,12400.0,12180.0,12220.0,14012550
8110.0,8260.0,8060.0,8260.0,18795000
11800.0,11800.0,11660.0,11680.0,12778300
10940.0,11020.0,10860.0,11000.0,27734300
10540.0,10640.0,10260.0,10300.0,66853950
25400.0,25660.0,25320.0,25560.0,11045600
11700.0,11860.0,11600.0,11740.0,34625000
3960.0,3960.0,3780.0,3840.0,85290000
6500.0,6690.0,6440.0,6580.0,45560000
14360.0,14360.0,14140.0,14180.0,18126850
12500.0,12740.0,12440.0,12740.0,36010000
13600.0,13940.0,13480.0,13800.0,24285750
17700.0,17720.0,17400.0,17720.0,10704100
16120.0,16620.0,16000.0,16540.0,26551550
18560.0,19000.0,18520.0,18760.0,15650700
48200.0,48300.0,47300.0,47450.0,8595084
8750.0,8820.0,8660.0,8790.0,11390000
76000.0,76200.0,74100.0,74800.0,15652305
19360.0,19980.0,19240.0,19800.0,30983650
48050.0,49250.0,47900.0,49050.0,9497119
10980.0,11100.0,10960.0,11060.0,19203500
10000.0,10040.0,9780.0,9830.0,43345000
25300.0,25920.0,25140.0,25260.0,12343450
9210.0,9210.0,8990.0,9030.0,28375000
24040.0,24360.0,23720.0,24160.0,10800100
25820.0,25920.0,25520.0,25620.0,6370900
26200.0,26400.0,25740.0,26080.0,23779850
7640.0,7820.0,7580.0,7640.0,58735000
25860.0,26080.0,25700.0,25840.0,13346300
10880.0,11220.0,10820.0,11060.0,32644700
13000.0,13160.0,12960.0,13060.0,12493150
46700.0,47200.0,46450.0,46550.0,10952645
12940.0,12980.0,12660.0,12720.0,18312850
13180.0,13320.0,13060.0,13160.0,22420200
30300.0,30320.0,29740.0,30080.0,12881400
4000.0,4000.0,3930.0,3940.0,20535000
12180.0,12220.0,12040.0,12140.0,15325400
26000.0,26160.0,25900.0,26040.0,9914550
12340.0,12580.0,12240.0,12460.0,29338650
30720.0,31180.0,30560.0,30640.0,10309450
27060.0,27200.0,26500.0,26500.0,12976700
70200.0,70300.0,69200.0,70200.0,13486391
17840.0,18200.0,17800.0,18200.0,31078100
18020.0,18220.0,17780.0,17780.0,14338950
50200.0,50400.0,49500.0,49500.0,10449715
47600.0,47650.0,46200.0,46600.0,16661870
52400.0,52700.0,52100.0,52700.0,10581034
11520.0,11540.0,11340.0,11460.0,16355000
18340.0,18640.0,18280.0,18640.0,16911750
11360.0,11440.0,11260.0,11440.0,29890000
6100.0,6100.0,5990.0,6040.0,21490000
83700.0,84500.0,83400.0,84100.0,16377412
22800.0,23000.0,22320.0,23000.0,21849150
11740.0,11820.0,11640.0,11680.0,24250000
10360.0,10380.0,10060.0,10160.0,30614600
7520.0,7660.0,7460.0,7640.0,40140000
26000.0,26460.0,25940.0,26400.0,11976050
68300.0,68700.0,67600.0,68100.0,16486319
50700.0,51500.0,50700.0,51300.0,6431522
8530.0,8670.0,8440.0,8670.0,25770000
19800.0,20100.0,19720.0,20100.0,27588450
6490.0,6510.0,6400.0,6480.0,23195000
10340.0,10460.0,9800.0,10160.0,33829400
29580.0,29820.0,29360.0,29580.0,10293300
5880.0,6060.0,5880.0,6050.0,33430000
11900.0,12140.0,11820.0,12000.0,27205000
25400.0,25600.0,25380.0,25380.0,7960550
27920.0,28020.0,27420.0,27440.0,30852150
9170.0,9170.0,8800.0,8800.0,21140000
9240.0,9370.0,9140.0,9240.0,34390000
18860.0,18860.0,18120.0,18120.0,31883600
12840.0,13100.0,12820.0,13100.0,31021950
10660.0,11020.0,10620.0,10860.0,38900200
4460.0,4470.0,4400.0,4410.0,27705000
34660.0,35360.0,34660.0,35040.0,11414450
13200.0,13280.0,13080.0,13180.0,15685550
26800.0,27160.0,26620.0,26880.0,10748200
11860.0,11860.0,11860.0,11860.0,0
27200.0,27360.0,27020.0,27360.0,17135800
9600.0,9640.0,9370.0,9390.0,34445000
11980.0,12000.0,11680.0,11860.0,24722050
82200.0,83000.0,82100.0,82800.0,12293537
5480.0,5520.0,5360.0,5400.0,28795000
15040.0,15120.0,14920.0,14920.0,18391350
39340.0,39720.0,39160.0,39620.0,12708700
17400.0,17660.0,17380.0,17560.0,21439450
26340.0,26420.0,26020.0,26180.0,15048150
14000.0,14180.0,13700.0,13820.0,19114600
11160.0,11260.0,11100.0,11220.0,10920000
11060.0,11400.0,11060.0,11260.0,19550000
50900.0,51400.0,50700.0,51200.0,8470627
11580.0,11940.0,11420.0,11900.0,46767100
73900.0,75800.0,73800.0,75800.0,23652940
79300.0,79300.0,77900.0,77900.0,13889401
48540.0,49220.0,48040.0,48880.0,10984350
3840.0,3850.0,3750.0,3790.0,21020000
15240.0,15640.0,15220.0,15560.0,17773300
14180.0,14600.0,14120.0,14120.0,16585550
41950.0,42050.0,40850.0,41200.0,13357951
13920.0,13940.0,13740.0,13860.0,18383250
18300.0,18440.0,18180.0,18320.0,15890200
7920.0,8010.0,7760.0,7760.0,37200000
9160.0,9270.0,9120.0,9220.0,26530000
16280.0,16680.0,16260.0,16360.0,21699800
27920.0,27940.0,27200.0,27440.0,16908100
44300.0,44750.0,43750.0,44750.0,22789395
10300.0,10440.0,10220.0,10280.0,27785550
11880.0,11980.0,11800.0,11860.0,18509700
2850.0,2850.0,2850.0,2850.0,0
54800.0,57600.0,54600.0,57400.0,24765728
58800.0,58800.0,56800.0,57200.0,20821939
73500.0,73900.0,72500.0,72700.0,22364803
12440.0,12540.0,12160.0,12220.0,26300350
50700.0,50800.0,50200.0,50400.0,8959435
9840.0,9840.0,9840.0,9840.0,0
30800.0,30800.0,30240.0,30280.0,8654300
11560.0,11640.0,11500.0,11620.0,15236300
8800.0,9480.0,8790.0,9430.0,71900000
10900.0,11000.0,10740.0,10880.0,19168350
17060.0,17500.0,17060.0,17500.0,23078650
11140.0,11200.0,11000.0,11000.0,25598900
27420.0,27720.0,27380.0,27600.0,12273050
84100.0,84100.0,83100.0,83200.0,12915282
49000.0,49220.0,48500.0,48540.0,7115650
4000.0,4020.0,3950.0,3990.0,32795000
8120.0,8260.0,8080.0,8250.0,13830000
6070.0,6130.0,5800.0,5830.0,46520000
47000.0,47250.0,46200.0,47250.0,10298006
3160.0,3160.0,3160.0,3160.0,0
77400.0,78200.0,77000.0,78200.0,21604528
6380.0,6430.0,6220.0,6260.0,44755000
12580.0,12580.0,12320.0,12400.0,22082550
28000.0,28740.0,27980.0,28560.0,15856500
75300.0,75600.0,74800.0,75300.0,10103212
17240.0,17240.0,16880.0,17100.0,18248400
11700.0,11760.0,11420.0,11500.0,25554750
5140.0,5330.0,5040.0,5240.0,64140000
11420.0,11420.0,11280.0,11280.0,21440000
28880.0,29460.0,28720.0,29220.0,12655550
83100.0,84000.0,82500.0,83500.0,18036835
6660.0,6960.0,6530.0,6530.0,58550000
70400.0,72100.0,70100.0,71500.0,28130533
5960.0,6300.0,5880.0,6200.0,86975000
8840.0,8840.0,8750.0,8760.0,12505000
6820.0,6840.0,6650.0,6670.0,22945000
9420.0,9720.0,9380.0,9600.0,29380000
75400.0,75500.0,74200.0,74600.0,12686999
4550.0,4550.0,4550.0,4550.0,0
84700.0,84700.0,83600.0,83900.0,15429522
11520.0,11680.0,11520.0,11580.0,20379600
6440.0,6440.0,6440.0,6440.0,0
52500.0,52500.0,52000.0,52500.0,6225196
25240.0,25500.0,25240.0,25260.0,9090600
10400.0,10500.0,10140.0,10140.0,38605000
48160.0,48180.0,47500.0,47700.0,8359200
15300.0,15440.0,15100.0,15120.0,19772500
19720.0,20000.0,19600.0,19920.0,11737100
10500.0,10560.0,10340.0,10340.0,27425000
16160.0,16460.0,16100.0,16400.0,14152200
15260.0,15500.0,15260.0,15500.0,11754700
38780.0,38840.0,38220.0,38400.0,13694150
25680.0,26200.0,25680.0,26180.0,9492550
25880.0,26440.0,25760.0,26420.0,12605650
18720.0,18720.0,18420.0,18640.0,26376550
26600.0,26620.0,25960.0,25980.0,11747450
44500.0,44900.0,44200.0,44650.0,11491713
9400.0,9910.0,9260.0,9790.0,49487350
26720.0,26720.0,26260.0,26660.0,10139500
47000.0,47600.0,46700.0,47450.0,10474547
51800.0,52260.0,51420.0,51620.0,11761000
5820.0,5860.0,5600.0,5600.0,39290000
11900.0,11940.0,11660.0,11720.0,18926300
12300.0,12460.0,12180.0,12320.0,15112800
14160.0,14340.0,14100.0,14320.0,18601650
23380.0,23480.0,23200.0,23440.0,13654750
13160.0,13240.0,12800.0,12800.0,37695850
16800.0,17060.0,16620.0,16640.0,11950100
42350.0,42400.0,41350.0,41550.0,13687828
12280.0,12640.0,12280.0,12440.0,28422100
18020.0,18040.0,17120.0,17200.0,36313200
27640.0,27700.0,27280.0,27380.0,10270250
29600.0,29900.0,29400.0,29900.0,10272050
70300.0,70900.0,70200.0,70200.0,9422009
38540.0,39560.0,38420.0,38940.0,10562600
6520.0,6900.0,6430.0,6900.0,41355000
11420.0,11780.0,11400.0,11680.0,32596450
74900.0,76700.0,74300.0,76700.0,24630370
38400.0,38750.0,38300.0,38350.0,12707675
9100.0,9140.0,9010.0,9110.0,13295000
6860.0,6890.0,6540.0,6760.0,51595000
31440.0,31500.0,30940.0,31200.0,10148650
17420.0,17880.0,17420.0,17720.0,10850500
8690.0,8840.0,8680.0,8830.0,27970000
14400.0,14660.0,14280.0,14660.0,20057700
24040.0,24060.0,23820.0,23820.0,11992100
11280.0,11380.0,11260.0,11320.0,17588650
26700.0,26820.0,26600.0,26600.0,7491500
